"POINT";"DATE";"NB_CAS";"NB_CAPT";"AN";"CANTO";"mois";"espece"
"2182";10;"1988-06-21";20;6;1988;"AVANT_DEHORS";"juin";"etrille"
"2192";11;"1988-06-21";20;4;1988;"AVANT_DEHORS";"juin";"etrille"
"2202";12;"1988-06-21";19;1;1988;"AVANT_DEHORS";"juin";"etrille"
"2213";13;"1988-06-21";20;22;1988;"AVANT_DEHORS";"juin";"etrille"
"2222";14;"1988-06-21";20;1;1988;"AVANT_DEHORS";"juin";"etrille"
"2232";15;"1988-06-21";20;3;1988;"AVANT_DEHORS";"juin";"etrille"
"2242";16;"1988-06-21";0;0;1988;"AVANT_DEDANS";"juin";"etrille"
"2252";1;"1988-06-22";0;0;1988;"AVANT_DEHORS";"juin";"etrille"
"2262";2;"1988-06-22";0;0;1988;"AVANT_DEDANS";"juin";"etrille"
"2272";3;"1988-06-22";0;0;1988;"AVANT_DEHORS";"juin";"etrille"
"2282";4;"1988-06-22";0;0;1988;"AVANT_DEHORS";"juin";"etrille"
"2292";5;"1988-06-22";20;5;1988;"AVANT_DEHORS";"juin";"etrille"
"2302";6;"1988-06-22";20;1;1988;"AVANT_DEHORS";"juin";"etrille"
"2313";7;"1988-06-22";0;0;1988;"AVANT_DEHORS";"juin";"etrille"
"2322";8;"1988-06-22";0;0;1988;"AVANT_DEDANS";"juin";"etrille"
"2332";9;"1988-06-22";0;0;1988;"AVANT_DEHORS";"juin";"etrille"
"2342";10;"1988-06-22";0;0;1988;"AVANT_DEHORS";"juin";"etrille"
"2352";11;"1988-06-22";20;4;1988;"AVANT_DEHORS";"juin";"etrille"
"2362";12;"1988-06-22";0;0;1988;"AVANT_DEHORS";"juin";"etrille"
"2372";13;"1988-06-22";0;0;1988;"AVANT_DEHORS";"juin";"etrille"
"2382";14;"1988-06-22";0;0;1988;"AVANT_DEHORS";"juin";"etrille"
"2392";15;"1988-06-22";20;1;1988;"AVANT_DEHORS";"juin";"etrille"
"2402";16;"1988-06-22";0;0;1988;"AVANT_DEDANS";"juin";"etrille"
"2413";1;"1988-06-23";0;0;1988;"AVANT_DEHORS";"juin";"etrille"
"2422";2;"1988-06-23";18;1;1988;"AVANT_DEDANS";"juin";"etrille"
"2432";3;"1988-06-23";20;5;1988;"AVANT_DEHORS";"juin";"etrille"
"2442";4;"1988-06-23";0;0;1988;"AVANT_DEHORS";"juin";"etrille"
"2452";5;"1988-06-23";20;3;1988;"AVANT_DEHORS";"juin";"etrille"
"2462";6;"1988-06-23";20;3;1988;"AVANT_DEHORS";"juin";"etrille"
"2472";7;"1988-06-23";0;0;1988;"AVANT_DEHORS";"juin";"etrille"
"2482";8;"1988-06-23";0;0;1988;"AVANT_DEDANS";"juin";"etrille"
"2492";9;"1988-06-23";20;5;1988;"AVANT_DEHORS";"juin";"etrille"
"2502";10;"1988-06-23";0;0;1988;"AVANT_DEHORS";"juin";"etrille"
"2513";11;"1988-06-23";20;2;1988;"AVANT_DEHORS";"juin";"etrille"
"2522";12;"1988-06-23";19;1;1988;"AVANT_DEHORS";"juin";"etrille"
"2532";13;"1988-06-23";0;0;1988;"AVANT_DEHORS";"juin";"etrille"
"2542";14;"1988-06-23";20;3;1988;"AVANT_DEHORS";"juin";"etrille"
"2552";15;"1988-06-23";20;1;1988;"AVANT_DEHORS";"juin";"etrille"
"2562";16;"1988-06-23";0;0;1988;"AVANT_DEDANS";"juin";"etrille"
"2572";1;"1989-06-06";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"2582";2;"1989-06-06";0;0;1989;"AVANT_DEDANS";"juin";"etrille"
"2592";3;"1989-06-06";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"2602";4;"1989-06-06";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"2613";5;"1989-06-06";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"2622";6;"1989-06-06";20;2;1989;"AVANT_DEHORS";"juin";"etrille"
"2632";7;"1989-06-06";20;2;1989;"AVANT_DEHORS";"juin";"etrille"
"2642";8;"1989-06-06";0;0;1989;"AVANT_DEDANS";"juin";"etrille"
"2652";9;"1989-06-06";20;11;1989;"AVANT_DEHORS";"juin";"etrille"
"2662";10;"1989-06-06";20;2;1989;"AVANT_DEHORS";"juin";"etrille"
"2672";11;"1989-06-06";20;5;1989;"AVANT_DEHORS";"juin";"etrille"
"2682";12;"1989-06-06";20;7;1989;"AVANT_DEHORS";"juin";"etrille"
"2692";13;"1989-06-06";20;1;1989;"AVANT_DEHORS";"juin";"etrille"
"2702";14;"1989-06-06";20;1;1989;"AVANT_DEHORS";"juin";"etrille"
"2713";15;"1989-06-06";20;2;1989;"AVANT_DEHORS";"juin";"etrille"
"2722";16;"1989-06-06";0;0;1989;"AVANT_DEDANS";"juin";"etrille"
"2732";1;"1989-06-07";20;2;1989;"AVANT_DEHORS";"juin";"etrille"
"2742";2;"1989-06-07";20;3;1989;"AVANT_DEDANS";"juin";"etrille"
"2752";3;"1989-06-07";20;3;1989;"AVANT_DEHORS";"juin";"etrille"
"2762";4;"1989-06-07";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"2772";5;"1989-06-07";20;8;1989;"AVANT_DEHORS";"juin";"etrille"
"2782";6;"1989-06-07";20;2;1989;"AVANT_DEHORS";"juin";"etrille"
"2792";7;"1989-06-07";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"2802";8;"1989-06-07";20;2;1989;"AVANT_DEDANS";"juin";"etrille"
"2813";9;"1989-06-07";20;11;1989;"AVANT_DEHORS";"juin";"etrille"
"2822";10;"1989-06-07";20;16;1989;"AVANT_DEHORS";"juin";"etrille"
"2832";11;"1989-06-07";20;2;1989;"AVANT_DEHORS";"juin";"etrille"
"2842";12;"1989-06-07";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"2852";13;"1989-06-07";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"2862";14;"1989-06-07";20;2;1989;"AVANT_DEHORS";"juin";"etrille"
"2872";15;"1989-06-07";20;2;1989;"AVANT_DEHORS";"juin";"etrille"
"2882";16;"1989-06-07";0;0;1989;"AVANT_DEDANS";"juin";"etrille"
"2892";1;"1989-06-08";20;1;1989;"AVANT_DEHORS";"juin";"etrille"
"2902";2;"1989-06-08";20;5;1989;"AVANT_DEDANS";"juin";"etrille"
"2913";3;"1989-06-08";20;1;1989;"AVANT_DEHORS";"juin";"etrille"
"2922";4;"1989-06-08";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"2932";5;"1989-06-08";20;11;1989;"AVANT_DEHORS";"juin";"etrille"
"2942";6;"1989-06-08";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"2952";7;"1989-06-08";20;3;1989;"AVANT_DEHORS";"juin";"etrille"
"2962";8;"1989-06-08";20;2;1989;"AVANT_DEDANS";"juin";"etrille"
"2972";9;"1989-06-08";20;14;1989;"AVANT_DEHORS";"juin";"etrille"
"2982";10;"1989-06-08";20;7;1989;"AVANT_DEHORS";"juin";"etrille"
"2992";11;"1989-06-08";20;1;1989;"AVANT_DEHORS";"juin";"etrille"
"3002";12;"1989-06-08";20;1;1989;"AVANT_DEHORS";"juin";"etrille"
"3013";13;"1989-06-08";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"3022";14;"1989-06-08";20;2;1989;"AVANT_DEHORS";"juin";"etrille"
"3032";15;"1989-06-08";20;1;1989;"AVANT_DEHORS";"juin";"etrille"
"3042";16;"1989-06-08";0;0;1989;"AVANT_DEDANS";"juin";"etrille"
"3052";1;"1989-06-09";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"3062";2;"1989-06-09";0;0;1989;"AVANT_DEDANS";"juin";"etrille"
"3072";3;"1989-06-09";20;4;1989;"AVANT_DEHORS";"juin";"etrille"
"3082";4;"1989-06-09";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"3092";5;"1989-06-09";20;10;1989;"AVANT_DEHORS";"juin";"etrille"
"3103";6;"1989-06-09";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"3113";7;"1989-06-09";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"3122";8;"1989-06-09";20;1;1989;"AVANT_DEDANS";"juin";"etrille"
"3132";9;"1989-06-09";20;14;1989;"AVANT_DEHORS";"juin";"etrille"
"3142";10;"1989-06-09";20;11;1989;"AVANT_DEHORS";"juin";"etrille"
"3152";11;"1989-06-09";20;1;1989;"AVANT_DEHORS";"juin";"etrille"
"3162";12;"1989-06-09";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"3172";13;"1989-06-09";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"3182";14;"1989-06-09";0;0;1989;"AVANT_DEHORS";"juin";"etrille"
"3192";15;"1989-06-09";20;1;1989;"AVANT_DEHORS";"juin";"etrille"
"3202";16;"1989-06-09";0;0;1989;"AVANT_DEDANS";"juin";"etrille"
"3213";1;"1990-06-05";20;4;1990;"AVANT_DEHORS";"juin";"etrille"
"3222";2;"1990-06-05";20;1;1990;"AVANT_DEDANS";"juin";"etrille"
"3232";3;"1990-06-05";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3242";4;"1990-06-05";20;2;1990;"AVANT_DEHORS";"juin";"etrille"
"3252";5;"1990-06-05";20;24;1990;"AVANT_DEHORS";"juin";"etrille"
"3262";6;"1990-06-05";20;6;1990;"AVANT_DEHORS";"juin";"etrille"
"3272";7;"1990-06-05";20;2;1990;"AVANT_DEHORS";"juin";"etrille"
"3282";8;"1990-06-05";0;0;1990;"AVANT_DEDANS";"juin";"etrille"
"3292";9;"1990-06-05";20;7;1990;"AVANT_DEHORS";"juin";"etrille"
"3302";10;"1990-06-05";20;28;1990;"AVANT_DEHORS";"juin";"etrille"
"3313";11;"1990-06-05";20;8;1990;"AVANT_DEHORS";"juin";"etrille"
"3322";12;"1990-06-05";20;1;1990;"AVANT_DEHORS";"juin";"etrille"
"3332";13;"1990-06-05";20;1;1990;"AVANT_DEHORS";"juin";"etrille"
"3342";14;"1990-06-05";20;3;1990;"AVANT_DEHORS";"juin";"etrille"
"3352";15;"1990-06-05";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3362";16;"1990-06-05";0;0;1990;"AVANT_DEDANS";"juin";"etrille"
"3372";1;"1990-06-06";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3382";2;"1990-06-06";0;0;1990;"AVANT_DEDANS";"juin";"etrille"
"3392";3;"1990-06-06";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3402";4;"1990-06-06";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3413";5;"1990-06-06";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3422";6;"1990-06-06";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3432";7;"1990-06-06";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3442";8;"1990-06-06";0;0;1990;"AVANT_DEDANS";"juin";"etrille"
"3452";9;"1990-06-06";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3462";10;"1990-06-06";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3472";11;"1990-06-06";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3482";12;"1990-06-06";20;1;1990;"AVANT_DEHORS";"juin";"etrille"
"3492";13;"1990-06-06";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3502";14;"1990-06-06";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3513";15;"1990-06-06";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3522";16;"1990-06-06";0;0;1990;"AVANT_DEDANS";"juin";"etrille"
"3532";1;"1990-06-07";20;2;1990;"AVANT_DEHORS";"juin";"etrille"
"3542";2;"1990-06-07";0;0;1990;"AVANT_DEDANS";"juin";"etrille"
"3552";3;"1990-06-07";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3562";4;"1990-06-07";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3572";5;"1990-06-07";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3582";6;"1990-06-07";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3592";7;"1990-06-07";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3602";8;"1990-06-07";0;0;1990;"AVANT_DEDANS";"juin";"etrille"
"3613";9;"1990-06-07";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3622";10;"1990-06-07";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3632";11;"1990-06-07";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3642";12;"1990-06-07";20;2;1990;"AVANT_DEHORS";"juin";"etrille"
"3652";13;"1990-06-07";20;1;1990;"AVANT_DEHORS";"juin";"etrille"
"3662";14;"1990-06-07";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3672";15;"1990-06-07";0;0;1990;"AVANT_DEHORS";"juin";"etrille"
"3682";16;"1990-06-07";0;0;1990;"AVANT_DEDANS";"juin";"etrille"
"3692";1;"1991-06-25";20;3;1991;"AVANT_DEHORS";"juin";"etrille"
"3702";2;"1991-06-25";0;0;1991;"AVANT_DEDANS";"juin";"etrille"
"3713";3;"1991-06-25";0;0;1991;"AVANT_DEHORS";"juin";"etrille"
"3722";4;"1991-06-25";20;2;1991;"AVANT_DEHORS";"juin";"etrille"
"3732";5;"1991-06-25";0;0;1991;"AVANT_DEHORS";"juin";"etrille"
"3742";6;"1991-06-25";20;2;1991;"AVANT_DEHORS";"juin";"etrille"
"3752";7;"1991-06-25";20;7;1991;"AVANT_DEHORS";"juin";"etrille"
"3762";8;"1991-06-25";20;2;1991;"AVANT_DEDANS";"juin";"etrille"
"3772";9;"1991-06-25";0;0;1991;"AVANT_DEHORS";"juin";"etrille"
"3782";10;"1991-06-25";20;9;1991;"AVANT_DEHORS";"juin";"etrille"
"3792";11;"1991-06-25";20;4;1991;"AVANT_DEHORS";"juin";"etrille"
"3802";12;"1991-06-25";20;2;1991;"AVANT_DEHORS";"juin";"etrille"
"3813";13;"1991-06-25";0;0;1991;"AVANT_DEHORS";"juin";"etrille"
"3822";14;"1991-06-25";20;1;1991;"AVANT_DEHORS";"juin";"etrille"
"3832";15;"1991-06-25";0;0;1991;"AVANT_DEHORS";"juin";"etrille"
"3842";16;"1991-06-25";0;0;1991;"AVANT_DEDANS";"juin";"etrille"
"3852";1;"1991-06-28";0;0;1991;"AVANT_DEHORS";"juin";"etrille"
"3862";2;"1991-06-28";20;1;1991;"AVANT_DEDANS";"juin";"etrille"
"3872";3;"1991-06-28";0;0;1991;"AVANT_DEHORS";"juin";"etrille"
"3882";4;"1991-06-28";0;0;1991;"AVANT_DEHORS";"juin";"etrille"
"3892";5;"1991-06-28";20;3;1991;"AVANT_DEHORS";"juin";"etrille"
"3902";6;"1991-06-28";20;4;1991;"AVANT_DEHORS";"juin";"etrille"
"3913";7;"1991-06-28";20;2;1991;"AVANT_DEHORS";"juin";"etrille"
"3922";8;"1991-06-28";20;2;1991;"AVANT_DEDANS";"juin";"etrille"
"3932";9;"1991-06-28";0;0;1991;"AVANT_DEHORS";"juin";"etrille"
"3942";10;"1991-06-28";20;5;1991;"AVANT_DEHORS";"juin";"etrille"
"3952";11;"1991-06-28";20;4;1991;"AVANT_DEHORS";"juin";"etrille"
"3962";12;"1991-06-28";0;0;1991;"AVANT_DEHORS";"juin";"etrille"
"3972";13;"1991-06-28";0;0;1991;"AVANT_DEHORS";"juin";"etrille"
"3982";14;"1991-06-28";0;0;1991;"AVANT_DEHORS";"juin";"etrille"
"3992";15;"1991-06-28";20;4;1991;"AVANT_DEHORS";"juin";"etrille"
"4002";16;"1991-06-28";0;0;1991;"AVANT_DEDANS";"juin";"etrille"
"4013";1;"1992-06-15";20;22;1992;"AVANT_DEHORS";"juin";"etrille"
"4022";2;"1992-06-15";20;13;1992;"AVANT_DEDANS";"juin";"etrille"
"4032";3;"1992-06-15";20;8;1992;"AVANT_DEHORS";"juin";"etrille"
"4042";4;"1992-06-15";20;9;1992;"AVANT_DEHORS";"juin";"etrille"
"4052";5;"1992-06-15";20;22;1992;"AVANT_DEHORS";"juin";"etrille"
"4062";6;"1992-06-15";20;8;1992;"AVANT_DEHORS";"juin";"etrille"
"4072";7;"1992-06-15";20;22;1992;"AVANT_DEHORS";"juin";"etrille"
"4082";8;"1992-06-15";20;8;1992;"AVANT_DEDANS";"juin";"etrille"
"4092";9;"1992-06-15";20;10;1992;"AVANT_DEHORS";"juin";"etrille"
"4103";10;"1992-06-15";20;25;1992;"AVANT_DEHORS";"juin";"etrille"
"4113";11;"1992-06-15";0;0;1992;"AVANT_DEHORS";"juin";"etrille"
"4122";12;"1992-06-15";20;10;1992;"AVANT_DEHORS";"juin";"etrille"
"4132";13;"1992-06-15";20;7;1992;"AVANT_DEHORS";"juin";"etrille"
"4142";14;"1992-06-15";20;8;1992;"AVANT_DEHORS";"juin";"etrille"
"4152";15;"1992-06-15";20;21;1992;"AVANT_DEHORS";"juin";"etrille"
"4162";16;"1992-06-15";0;0;1992;"AVANT_DEDANS";"juin";"etrille"
"4172";1;"1992-06-18";20;11;1992;"AVANT_DEHORS";"juin";"etrille"
"4182";2;"1992-06-18";20;4;1992;"AVANT_DEDANS";"juin";"etrille"
"4192";3;"1992-06-18";20;2;1992;"AVANT_DEHORS";"juin";"etrille"
"4202";4;"1992-06-18";0;0;1992;"AVANT_DEHORS";"juin";"etrille"
"4213";5;"1992-06-18";20;1;1992;"AVANT_DEHORS";"juin";"etrille"
